number	value	datetime_start	datetime_complete	params_loss.adversarial_temperature	params_loss.margin	params_model.embedding_dim	params_model.scoring_fct_norm	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
30	0.003957399957067577	2020-07-17 10:42:28.153834	2020-07-17 11:23:24.438747	0.8919733076571007	5.020456895353486	64	2	3	0.09769949168789877	128	0.8558714884201742	0.00036354067847077477	0.003957399957067577	0.0010109893153663451	0.001890411528048029	4026.376164195744	0.0028695329118032875	0.00036354067847077477	0.003957399957067577	0.0010109893153663451	0.001890411528048029	4026.3661304730185	0.0028695481532445386	30798346	150	0.00036354067847077477	0.003957399957067577	0.0010109893153663451	0.001890411528048029	4026.38619791847	0.0028695180585385648	30	COMPLETE
31	0.005501582267524392	2020-07-17 11:23:24.440026	2020-07-17 11:51:58.439225	0.9477194793470191	11.089665598882794	128	1	8	0.05187169195037809	256	0.8707824534435455	0.0016792117053173884	0.005501582267524392	0.002482463490129005	0.003174921925311433	4091.6840918061393	0.003948471037292374	0.0016792117053173884	0.005501582267524392	0.002482463490129005	0.003174921925311433	4091.6775809657024	0.003948474224154506	2768108928	150	0.0016792117053173884	0.005501582267524392	0.002482463490129005	0.003174921925311433	4091.6906026465763	0.003948467866783714	31	COMPLETE
32	0.004937228642850713	2020-07-17 11:51:58.440423	2020-07-17 12:09:42.223548	0.9310202985360357	27.59752178591852	64	2	1	0.011283649821028911	512	0.5624695401956278	0.0004985700733313483	0.004937228642850713	0.0014818610512903963	0.0023924438935552894	2618.076222362253	0.004445374709745635	0.0006543732212473946	0.005328467658728785	0.0017380706723078947	0.0026867387285078215	2617.905271686067	0.0046281158290550975	1362022565	150	0.0004985700733313483	0.004726028820120073	0.0014126152077721535	0.002278188251750189	2618.247173038438	0.0043348578186261566	32	COMPLETE
33	0.0025136241197122144	2020-07-17 12:09:42.224701	2020-07-17 12:34:29.936025	0.10823662149302685	1.0028123304332428	128	1	1	0.06552770143900409	256	0.9933543655170367	0.0016826739974933004	0.0025136241197122144	0.0018454017297611712	0.0019735065402699203	4675.766229494575	0.0025358871698717175	0.0016826739974933004	0.0025136241197122144	0.0018454017297611712	0.0019735065402699203	4675.754263812814	0.0025358938879855106	1007715457	150	0.0016826739974933004	0.0025136241197122144	0.0018454017297611712	0.0019735065402699203	4675.7781951763345	0.0025358805195878987	33	COMPLETE
34	0.0036977280438741664	2020-07-17 12:34:29.937351	2020-07-17 13:02:35.523282	0.4712222177485501	19.405745242452525	64	1	8	0.08453740079642014	256	0.7647445577666613	0.00030814400365618055	0.0036977280438741664	0.0009729041014313116	0.0016307396148546184	3586.9154404381875	0.0026442445520090565	0.00030814400365618055	0.0036977280438741664	0.0009729041014313116	0.0016307396148546184	3586.912068165608	0.0026442494268492417	4069621387	150	0.00030814400365618055	0.0036977280438741664	0.0009729041014313116	0.0016307396148546184	3586.918812710767	0.002644239754215601	34	COMPLETE
35	0.004372875018177034	2020-07-17 13:02:35.524599	2020-07-17 13:31:30.796322	0.5012065883650834	7.33036717899473	128	2	4	0.03975486453857353	256	0.9868888967494044	0.00043624881416492973	0.004372875018177034	0.0012602743520320192	0.0021189228116582303	4658.017941598056	0.0031061314717681222	0.00043624881416492973	0.004376337310352946	0.0012602743520320192	0.0021258473960100543	4658.001301821858	0.0031067672548331714	1937197211	150	0.00043624881416492973	0.004372875018177034	0.0012602743520320192	0.0021189228116582303	4658.034581374253	0.0031055456529014576	35	COMPLETE
36	0.005508506851876216	2020-07-17 13:31:30.797651	2020-07-17 13:50:51.995341	0.3400382418763148	2.3904569781761658	64	1	9	0.009627769090639397	512	0.9847634319574234	0.002108535935130494	0.005508506851876216	0.002880627090358901	0.0036977280438741664	4648.539582655301	0.004618678103231512	0.002108535935130494	0.005508506851876216	0.002880627090358901	0.0036977280438741664	4648.537738984717	0.004618681578951903	3894409248	150	0.002108535935130494	0.005508506851876216	0.002880627090358901	0.0036977280438741664	4648.5414263258845	0.0046186747173377575	36	COMPLETE
37	0.003604246155124539	2020-07-17 13:50:51.996832	2020-07-17 14:18:58.534124	0.11992978722421978	17.68366297861442	64	1	6	0.04822016445331281	256	0.7832311273072105	0.00036354067847077477	0.003604246155124539	0.0009902155623108724	0.0016376641992064426	3677.170308420987	0.0027723762910512924	0.00036354067847077477	0.003604246155124539	0.0009902155623108724	0.0016376641992064426	3677.1650370811494	0.0027723788502743854	659572364	150	0.00036354067847077477	0.003604246155124539	0.0009902155623108724	0.0016376641992064426	3677.175579760825	0.0027723737571022766	37	COMPLETE
38	0.004996087609841219	2020-07-17 14:18:58.535609	2020-07-17 14:38:42.746733	0.31733260207702585	8.235015600982145	128	1	10	0.07249900739502184	512	0.8384950960046881	0.0016792117053173884	0.004996087609841219	0.0024166799387866744	0.0032303186001260272	3935.491638564395	0.003970760918500154	0.0016792117053173884	0.004996087609841219	0.0024166799387866744	0.0032303186001260272	3935.4786757424886	0.0039707668521275375	4012872073	150	0.0016792117053173884	0.004996087609841219	0.0024166799387866744	0.0032303186001260272	3935.5046013863016	0.003970755046539466	38	COMPLETE
39	0.00506187116118355	2020-07-17 14:38:42.748158	2020-07-17 14:58:27.052869	0.5978596824320935	16.256122644775218	128	1	10	0.04218204353393276	512	0.7392884131817268	0.0019042606967516775	0.00506187116118355	0.0025170864118881264	0.0031922333861909937	3466.586465553655	0.004438232584200906	0.0019042606967516775	0.00506187116118355	0.0025170864118881264	0.0031922333861909937	3466.582783405926	0.004438236064755025	568184375	150	0.0019042606967516775	0.00506187116118355	0.0025170864118881264	0.0031922333861909937	3466.590147701384	0.004438229141238851	39	COMPLETE
40	0.003005269608691738	2020-07-17 14:58:27.054231	2020-07-17 15:44:30.671159	0.80965380221196	19.346610641318275	64	1	10	0.08906822214993908	128	0.8029779277617296	0.0002735210818970591	0.003005269608691738	0.0008171009535152652	0.0014091529155962413	3768.2004494055245	0.0022220895787007466	0.0002735210818970591	0.003005269608691738	0.0008171009535152652	0.0014091529155962413	3768.189619355598	0.0022220994026775852	2008472697	150	0.0002735210818970591	0.003005269608691738	0.0008171009535152652	0.0014091529155962413	3768.2112794554505	0.0022220799233696577	40	COMPLETE
41	0.003514226558550823	2020-07-17 15:44:30.672485	2020-07-17 16:01:38.016760	0.11742313800485499	17.59180706902956	64	1	1	0.04049153813160844	512	0.7454211501206651	0.00036354067847077477	0.003514226558550823	0.0011321695415232702	0.0018454017297611712	3495.319474354802	0.002751439371906177	0.00036354067847077477	0.003514226558550823	0.0011321695415232702	0.0018454017297611712	3495.317049019133	0.002751440699135875	4288191751	150	0.00036354067847077477	0.003514226558550823	0.0011321695415232702	0.0018454017297611712	3495.321899690471	0.0027514380495296292	41	COMPLETE
42	0.0039781737101230496	2020-07-17 16:01:38.018150	2020-07-17 16:20:55.395291	0.3720005252984784	17.753802700206045	64	1	9	0.03796629672650232	512	0.8163632543949314	0.0004397111063408419	0.0039781737101230496	0.0012395005989765465	0.0021016113507786693	3838.163657357717	0.003004837330759796	0.0004397111063408419	0.0039781737101230496	0.0012395005989765465	0.0021016113507786693	3838.159715538075	0.0030048393022074787	2477949227	150	0.0004397111063408419	0.0039781737101230496	0.0012395005989765465	0.0021016113507786693	3838.1675991773595	0.0030048353705547496	42	COMPLETE
43	0.0007270813569415495	2020-07-17 16:20:55.396786	2020-07-17 16:46:16.262350	0.8237523698276699	19.72054083834399	128	2	2	0.0894093733993475	256	0.928437841206418	6.232125916641854e-05	0.0007270813569415495	0.00019042606967516776	0.0003358423410634777	4375.87016577455	0.0013558195557603606	6.232125916641854e-05	0.0007270813569415495	0.00019042606967516776	0.0003358423410634777	4375.780168682875	0.0013559178235601716	1650907641	150	6.232125916641854e-05	0.0007270813569415495	0.00019042606967516776	0.0003358423410634777	4375.960162866224	0.0013557225133853036	43	COMPLETE
