number	value	datetime_start	datetime_complete	params_loss.adversarial_temperature	params_loss.margin	params_model.embedding_dim	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
10	0.0047903037449404185	2020-07-20 18:49:49.418297	2020-07-20 19:11:30.040064	0.45012872795180736	14.074846227507503	128	7	0.060825673095853953	256	0.9728756005593419	0.0007653147994875225	0.0047903037449404185	0.0017460515425344958	0.002721119287066747	4637.229180602954	0.0033524598869787347	0.0007653147994875225	0.0047903037449404185	0.0017460515425344958	0.002721119287066747	4637.228296239186	0.0033524614848761502	3815058160	150	0.0007653147994875225	0.0047903037449404185	0.0017460515425344958	0.002721119287066747	4637.230064966723	0.0033524583119385032	10	COMPLETE
11	0.005464914568192383	2020-07-20 19:11:30.041597	2020-07-20 19:39:51.513545	0.11364767243678114	20.745961237683026	128	2	0.06972240165723387	256	0.9610967126867476	0.0008900327668114151	0.005464914568192383	0.002097529450447284	0.0031292871801267587	4580.70855111736	0.003594439928076633	0.0008900327668114151	0.005464914568192383	0.002097529450447284	0.0031292871801267587	4580.707717774578	0.003594440756219114	1963144540	200	0.0008900327668114151	0.005464914568192383	0.002097529450447284	0.0031292871801267587	4580.709384460141	0.0035944391048146718	11	COMPLETE
12	0.006717763239946031	2020-07-20 19:39:51.515066	2020-07-20 19:53:11.128172	0.6201682345569	18.33573805689578	64	2	0.059864286644777186	512	0.9386149091417263	0.00166101656481366	0.006717763239946031	0.0030952731890384246	0.004206396897924012	4473.140792412612	0.0045793910962607775	0.00166101656481366	0.006717763239946031	0.0030952731890384246	0.004206396897924012	4473.139701130398	0.004579392770622672	3596925363	150	0.00166101656481366	0.006717763239946031	0.0030952731890384246	0.004206396897924012	4473.141883694827	0.004579389441017913	12	COMPLETE
13	0.009886733409675847	2020-07-20 19:53:11.129710	2020-07-20 20:07:17.439489	0.4151197082970165	21.037076879943868	128	9	0.05540859026289223	512	0.5887288641513272	0.0018027415276817198	0.009886733409675847	0.003911608975158448	0.00578804748353156	2788.9112801732444	0.006448120563948996	0.0018027415276817198	0.009886733409675847	0.003911608975158448	0.00578804748353156	2788.9101973945285	0.006448127241399298	1749460135	150	0.0018027415276817198	0.009886733409675847	0.003911608975158448	0.00578804748353156	2788.912362951961	0.006448113999243435	13	COMPLETE
14	0.005992131430061566	2020-07-20 20:07:17.441419	2020-07-20 20:55:34.100976	0.3844247402643929	8.081484173283632	128	6	0.07002801796089268	128	0.6653680035018293	0.0006802798217666867	0.005992131430061566	0.001961473486093947	0.003117949183097314	3155.9063453100375	0.004273444592476486	0.0006802798217666867	0.005992131430061566	0.001961473486093947	0.003117949183097314	3155.905480787764	0.0042734466839472515	2654158447	200	0.0006802798217666867	0.005992131430061566	0.001961473486093947	0.003117949183097314	3155.907209832311	0.00427344251292679	14	COMPLETE
15	0.012857288631390379	2020-07-20 20:55:34.102486	2020-07-20 21:22:52.961606	0.8634569576371091	11.454676577857539	64	2	0.007536298783431625	256	0.5662101899761927	0.002698443293007857	0.012857288631390379	0.0053401966008684906	0.007709837980022449	2681.331049671765	0.008230558096714191	0.002698443293007857	0.012857288631390379	0.0053401966008684906	0.007709837980022449	2681.3300774385198	0.008230561273946302	3859722558	200	0.002698443293007857	0.012857288631390379	0.0053401966008684906	0.007709837980022449	2681.33202190501	0.008230554956413116	15	COMPLETE
16	0.0037245320241726097	2020-07-20 21:22:52.963508	2020-07-20 21:55:11.875376	0.20780246420807558	6.536639334784875	128	1	0.03459492034233947	128	0.9662653023171046	0.00040816789306001203	0.0037245320241726097	0.0012131656821505912	0.001995487477182281	4604.782690279935	0.0027730857806340407	0.00040816789306001203	0.0037245320241726097	0.0012131656821505912	0.001995487477182281	4604.781896620143	0.0027730868131176215	453252462	150	0.00040816789306001203	0.0037245320241726097	0.0012131656821505912	0.001995487477182281	4604.783483939727	0.002773084755683133	16	COMPLETE
17	0.008991031644349709	2020-07-20 21:55:11.877222	2020-07-20 22:16:40.741750	0.9383399156808487	16.73430362764141	128	7	0.017064640775874097	256	0.8010443877542524	0.0023526343836097917	0.008991031644349709	0.004240410889012347	0.00574269549541378	3811.2782174401073	0.005840759343249769	0.0023526343836097917	0.008991031644349709	0.004240410889012347	0.00574269549541378	3811.276312656606	0.0058407624248073735	4084532240	150	0.0023526343836097917	0.008991031644349709	0.004240410889012347	0.00574269549541378	3811.280122223608	0.00584075632402787	17	COMPLETE
18	0.009172439596820826	2020-07-20 22:16:40.743572	2020-07-20 22:47:56.309993	0.7766515211427999	24.851250372537198	64	5	0.022816662898436185	256	0.9033733947559921	0.0025397113345956303	0.009172439596820826	0.004472839828115965	0.006139525391444347	4303.967658363474	0.005979262530035377	0.0025397113345956303	0.009172439596820826	0.004472839828115965	0.006139525391444347	4303.966178754861	0.005979263322510418	2577343231	200	0.0025397113345956303	0.009172439596820826	0.004472839828115965	0.006139525391444347	4303.969137972086	0.005979261740946826	18	COMPLETE
19	0.004331114865247905	2020-07-20 22:47:56.311419	2020-07-20 23:21:03.848417	0.5423198577309017	18.46254718813974	128	2	0.08963180416033877	128	0.8768141757736774	0.0006065828410752956	0.004331114865247905	0.0013605596435333734	0.0022052404222270092	4173.815627161306	0.003057919713679023	0.0006065828410752956	0.004331114865247905	0.0013605596435333734	0.0022052404222270092	4173.814782480527	0.0030579213194312014	52940681	150	0.0006065828410752956	0.004331114865247905	0.0013605596435333734	0.0022052404222270092	4173.816471842084	0.0030579181339476648	19	COMPLETE
20	0.004597557795439858	2020-07-20 23:21:03.849885	2020-07-20 23:34:53.308154	0.576668042961711	5.90046552796283	128	5	0.0652408329566791	512	0.9672801709020142	0.0006349278336489076	0.004597557795439858	0.0015192916019456002	0.0023979863717275706	4609.864933275888	0.0031592518522996554	0.0006349278336489076	0.004597557795439858	0.0015192916019456002	0.0023979863717275706	4609.863927028651	0.003159254133950608	1857105569	150	0.0006349278336489076	0.004597557795439858	0.0015192916019456002	0.0023979863717275706	4609.865939523123	0.003159249598536876	20	COMPLETE
21	0.01468837515164571	2020-07-20 23:34:53.310216	2020-07-21 00:06:37.739303	0.33608278911784994	25.622043287236593	128	9	0.010447923614536586	256	0.572774981655685	0.0037642150137756664	0.01468837515164571	0.0068084672161815895	0.009365185546321387	2713.099714849375	0.00943497499283647	0.0037642150137756664	0.01468837515164571	0.0068084672161815895	0.009365185546321387	2713.098442159208	0.009434977792510773	3258102368	200	0.0037642150137756664	0.01468837515164571	0.0068084672161815895	0.009365185546321387	2713.100987539541	0.009434972213814475	21	COMPLETE
22	0.005935441444914341	2020-07-21 00:06:37.741099	2020-07-21 00:38:54.602972	0.7249329274649511	6.0651538276917005	128	1	0.035526006541615134	128	0.7004488474884832	0.000770983798002245	0.005935441444914341	0.0020124944727264484	0.0030385832038912004	3324.9429642059436	0.004046759760864197	0.000770983798002245	0.005935441444914341	0.0020124944727264484	0.0030385832038912004	3324.941898434223	0.004046765113401346	4202982323	150	0.000770983798002245	0.005935441444914341	0.0020124944727264484	0.0030385832038912004	3324.9440299776643	0.0040467545218496135	22	COMPLETE
23	0.004966042698896813	2020-07-21 00:38:54.604977	2020-07-21 01:10:49.102427	0.47606832794936327	27.598853735978295	64	4	0.08844746211929688	128	0.851674354897013	0.0009013707638408599	0.004966042698896813	0.0018424245172847765	0.0028515062529053618	4053.60717525142	0.003455992772931158	0.0009013707638408599	0.004966042698896813	0.0018424245172847765	0.0028515062529053618	4053.605896892255	0.0034559952602020248	2491050497	150	0.0009013707638408599	0.004966042698896813	0.0018424245172847765	0.0028515062529053618	4053.608453610585	0.003455990324102031	23	COMPLETE
24	0.009455889522556946	2020-07-21 01:10:49.104356	2020-07-21 01:42:42.129593	0.724278383946145	17.192888419245783	64	3	0.006517199330862133	128	0.7457291097944089	0.002568056327169242	0.009455889522556946	0.004750620755337362	0.006224560369165183	3545.132572364766	0.006321097453674843	0.002568056327169242	0.009455889522556946	0.004750620755337362	0.006224560369165183	3545.1307100987538	0.006321099527349137	3214414237	150	0.002568056327169242	0.009455889522556946	0.004750620755337362	0.006224560369165183	3545.1344346307783	0.0063210953992624865	24	COMPLETE
25	0.007080579144888264	2020-07-21 01:42:42.131462	2020-07-21 01:56:26.978789	0.2863417129493875	24.57524688712142	128	2	0.05731036125232616	512	0.7544634387365365	0.0015646435900633793	0.007080579144888264	0.003146294175670926	0.0044104808444540185	3586.3917192938698	0.004809876786149027	0.0015646435900633793	0.007080579144888264	0.003146294175670926	0.0044104808444540185	3586.3904069207133	0.004809877595667351	3095581647	150	0.0015646435900633793	0.007080579144888264	0.003146294175670926	0.0044104808444540185	3586.3930316670258	0.004809875978809924	25	COMPLETE
26	0.007386705064683273	2020-07-21 01:56:26.980351	2020-07-21 02:15:35.286535	0.9126863540092514	26.83628119804786	128	1	0.04288032406275979	256	0.9032468264939776	0.0020578464608442273	0.007386705064683273	0.0035317860746720484	0.004829986734543475	4302.761587432964	0.005074527871772163	0.0020578464608442273	0.007386705064683273	0.0035317860746720484	0.004829986734543475	4302.76011632785	0.005074529268017978	3643362162	150	0.0020578464608442273	0.007386705064683273	0.0035317860746720484	0.004829986734543475	4302.763058538078	0.005074526486998942	26	COMPLETE
27	0.007069241147858819	2020-07-21 02:15:35.288496	2020-07-21 03:18:07.317119	0.11261846346544006	12.844104684941726	64	5	0.093835691587748	128	0.5831774898814606	0.0008220047846347464	0.007069241147858819	0.002341296386580347	0.0036451660449664963	2761.1020448077643	0.005089975077744608	0.0008220047846347464	0.007069241147858819	0.002341296386580347	0.0036451660449664963	2761.1015601083914	0.005089977167337177	3140449162	250	0.0008220047846347464	0.007069241147858819	0.002341296386580347	0.0036451660449664963	2761.102529507137	0.005089973019315731	27	COMPLETE
28	0.010447964262633364	2020-07-21 03:18:07.319005	2020-07-21 03:50:50.643538	0.16446130027833422	9.606634476018451	128	5	0.011941476653395396	128	0.5862644005340554	0.0016496785677842152	0.010447964262633364	0.004070340933570675	0.006054490413723511	2777.354023288246	0.006602417710379841	0.0016496785677842152	0.010447964262633364	0.004070340933570675	0.006054490413723511	2777.3526627286024	0.006602422711446542	3415085180	150	0.0016496785677842152	0.010447964262633364	0.004070340933570675	0.006054490413723511	2777.3553838478892	0.006602412775319561	28	COMPLETE
29	0.007080579144888264	2020-07-21 03:50:50.645266	2020-07-21 04:10:25.705558	0.15680160364322893	26.104966973002245	64	6	0.09200406813929507	512	0.7581903782210455	0.0016836925588725497	0.007080579144888264	0.003015907209832311	0.004263086883071237	3604.4314986564473	0.004849322469615113	0.0016836925588725497	0.007080579144888264	0.003015907209832311	0.004263086883071237	3604.4301919522895	0.004849323330078307	3614651634	200	0.0016836925588725497	0.007080579144888264	0.003015907209832311	0.004263086883071237	3604.432805360605	0.0048493216150454046	29	COMPLETE
30	0.011729157926960623	2020-07-21 04:10:25.707259	2020-07-21 04:41:22.860902	0.545769196283298	21.208618205280537	64	6	0.01512858156833628	256	0.5738372604758122	0.002840168255875917	0.011729157926960623	0.00536287259492738	0.007488747037948276	2718.0901342418847	0.008018580853496937	0.002840168255875917	0.011729157926960623	0.00536287259492738	0.007488747037948276	2718.088901234708	0.00801858622080844	1746670401	200	0.002840168255875917	0.011729157926960623	0.00536287259492738	0.007488747037948276	2718.091367249062	0.008018575603740533	30	COMPLETE
31	0.007862900939919953	2020-07-21 04:41:22.862529	2020-07-21 05:17:42.240010	0.37075687608071484	22.497658156388958	64	7	0.053448139935389334	128	0.6039977834405086	0.0014909466093719884	0.007862900939919953	0.0031349561786414813	0.004552205807322078	2861.9737128538873	0.005429824108302591	0.0014909466093719884	0.007862900939919953	0.0031349561786414813	0.004552205807322078	2861.9727434551414	0.0054298255684372375	3551824857	150	0.0014909466093719884	0.007862900939919953	0.0031349561786414813	0.004552205807322078	2861.974682252633	0.005429822657352527	31	COMPLETE
32	0.007777865962199118	2020-07-21 05:17:42.241938	2020-07-21 05:37:23.476135	0.3688765515860649	18.633576297932116	64	10	0.035267932305614605	512	0.9585758612057388	0.0015986575811517136	0.007777865962199118	0.0033560471207156545	0.004659916779101804	4569.707910520528	0.004863204046744946	0.0015986575811517136	0.007777865962199118	0.0033560471207156545	0.004659916779101804	4569.70668034785	0.004863204826337663	822367872	200	0.0015986575811517136	0.007777865962199118	0.0033560471207156545	0.004659916779101804	4569.709140693205	0.0048632032705288935	32	COMPLETE
33	0.012097642830417579	2020-07-21 05:37:23.477577	2020-07-21 06:25:45.894012	0.3389692441633205	16.106022501819698	128	2	0.006375061404015888	128	0.6186028384272528	0.0030329142053764782	0.012097642830417579	0.005566956541457386	0.007658816993389948	2933.328716878876	0.007892632665302513	0.0030329142053764782	0.012097642830417579	0.005566956541457386	0.007658816993389948	2933.326953820338	0.007892635147623926	1131586027	200	0.0030329142053764782	0.012097642830417579	0.005566956541457386	0.007658816993389948	2933.330479937414	0.007892630197805976	33	COMPLETE
34	0.005873082461252395	2020-07-21 06:25:45.895588	2020-07-21 06:56:35.136052	0.4251760107816486	5.413975942548587	64	8	0.01997220286800886	256	0.9653964276734022	0.0009013707638408599	0.005873082461252395	0.002188233426682842	0.0032823501400242633	4602.161591968163	0.0037812405479945915	0.0009013707638408599	0.005873082461252395	0.002188233426682842	0.0032823501400242633	4602.1603646299845	0.0037812410977522905	3541038217	200	0.0009013707638408599	0.005873082461252395	0.002188233426682842	0.0032823501400242633	4602.162819306342	0.0037812400004863266	34	COMPLETE
35	0.007675823988934115	2020-07-21 06:56:35.137558	2020-07-21 07:28:24.265254	0.5241461892441257	27.647630649909402	64	3	0.030729658796448896	128	0.7852257515198168	0.002052177462329505	0.007675823988934115	0.0037075250286284426	0.005062415673647094	3734.933193687003	0.005291023072845798	0.002052177462329505	0.007675823988934115	0.0037075250286284426	0.005062415673647094	3734.9314334629644	0.005291026960491548	561724967	150	0.002052177462329505	0.007675823988934115	0.0037075250286284426	0.005062415673647094	3734.934953911042	0.005291019255821657	35	COMPLETE
36	0.006411637320151022	2020-07-21 07:28:24.266675	2020-07-21 07:47:41.187794	0.958585273501365	25.147151799569365	128	3	0.07974368354650885	256	0.6898393634799668	0.0011961586866064242	0.006411637320151022	0.0025227043390514633	0.003860587988525947	3274.7283387566754	0.004417170776862513	0.0011961586866064242	0.006411637320151022	0.0025227043390514633	0.003860587988525947	3274.7272701504553	0.004417172083427787	2805655822	150	0.0011961586866064242	0.006411637320151022	0.0025227043390514633	0.003860587988525947	3274.7294073628955	0.004417169476955945	36	COMPLETE
37	0.008293744827038855	2020-07-21 07:47:41.189619	2020-07-21 08:24:51.262042	0.5442387678931785	28.146480949937974	128	9	0.03416328518811257	128	0.742054450872744	0.0021372124400503407	0.008293744827038855	0.0038946019796142813	0.005391217587500992	3526.722170886291	0.005650571986425489	0.0021372124400503407	0.008293744827038855	0.0038946019796142813	0.005391217587500992	3526.720626084196	0.0056505729347750165	3185499817	150	0.0021372124400503407	0.008293744827038855	0.0038946019796142813	0.005391217587500992	3526.7237156883866	0.005650571041670793	37	COMPLETE
38	0.005328858603839046	2020-07-21 08:24:51.263531	2020-07-21 08:38:38.649945	0.9172958522262172	18.95107455438008	128	2	0.08048657796158026	512	0.9587437655008735	0.0008673567727525255	0.005328858603839046	0.001984149480152836	0.0029818932187439767	4569.412972369301	0.0035502306290954035	0.0008673567727525255	0.005328858603839046	0.001984149480152836	0.0029818932187439767	4569.411954784068	0.003550232224334705	1603932070	150	0.0008673567727525255	0.005328858603839046	0.001984149480152836	0.0029818932187439767	4569.413989954534	0.003550229047216765	38	COMPLETE
39	0.004257417884556514	2020-07-21 08:38:38.651704	2020-07-21 09:42:48.701679	0.7378982782003182	5.688382397701667	128	6	0.0912084190648107	128	0.9399363100836676	0.0004932028707808478	0.004257417884556514	0.0013378836494744837	0.0021428814385650633	4477.566613567047	0.0030695464121821728	0.0004932028707808478	0.004257417884556514	0.0013378836494744837	0.0021428814385650633	4477.565947459721	0.003069547954413649	3481846973	250	0.0004932028707808478	0.004257417884556514	0.0013378836494744837	0.0021428814385650633	4477.567279674373	0.0030695448800359968	39	COMPLETE
40	0.007840224945861065	2020-07-21 09:42:48.703410	2020-07-21 10:04:20.503911	0.2047790355804233	5.981525981023495	128	5	0.0032276520572416976	256	0.8404119163640283	0.0016270025737253257	0.007840224945861065	0.003310695132597875	0.00476762775088153	4000.9067052914434	0.0049680273928399115	0.0016270025737253257	0.007840224945861065	0.003310695132597875	0.00476762775088153	4000.905095295865	0.004968028313838259	1831487551	150	0.0016270025737253257	0.007840224945861065	0.003310695132597875	0.00476762775088153	4000.908315287021	0.004968026480141646	40	COMPLETE
41	0.011848206895769793	2020-07-21 10:04:20.505455	2020-07-21 10:24:35.108587	0.9187354683390757	20.649626649592243	128	7	0.011270659464759334	512	0.7232452586472466	0.003339040125171487	0.011848206895769793	0.005969455436002676	0.008049977890905793	3437.0698080477105	0.007639890380125497	0.003339040125171487	0.011848206895769793	0.005969455436002676	0.008049977890905793	3437.0677558702478	0.0076398931229482376	1897955233	200	0.003339040125171487	0.011848206895769793	0.005969455436002676	0.008049977890905793	3437.0718602251727	0.0076398876701377445	41	COMPLETE
42	0.005714350502840168	2020-07-21 10:24:35.110018	2020-07-21 10:56:51.346576	0.5221070349287616	6.518452074999109	64	6	0.03164776099759445	128	0.8579538617447685	0.0007596458009728001	0.005714350502840168	0.0019274594950056123	0.0030499212009206453	4084.024861392986	0.0036360151109138955	0.0007596458009728001	0.005714350502840168	0.0019274594950056123	0.0030499212009206453	4084.023798455765	0.0036360179951273924	1086135599	150	0.0007596458009728001	0.005714350502840168	0.0019274594950056123	0.0030499212009206453	4084.025924330208	0.0036360122804396018	42	COMPLETE
43	0.005629315525119333	2020-07-21 10:56:51.348212	2020-07-21 11:34:15.501875	0.2752513192557376	28.576467855501058	128	7	0.0778413216860571	128	0.7241192274877292	0.0011111237088855884	0.005629315525119333	0.0021428814385650633	0.0031973151623034273	3439.680225966281	0.003966961829484238	0.0011111237088855884	0.005629315525119333	0.0021428814385650633	0.0031973151623034273	3439.6788909171305	0.003966962786996739	632523926	150	0.0011111237088855884	0.005629315525119333	0.0021428814385650633	0.0031973151623034273	3439.681561015431	0.003966960878221843	43	COMPLETE
44	0.0057030125058107235	2020-07-21 11:34:15.503861	2020-07-21 11:48:13.999947	0.9994442751928315	5.984802280432077	128	7	0.027118507582946892	512	0.9645940819125319	0.0007029558158255763	0.0057030125058107235	0.001972811483123391	0.0031349561786414813	4597.939069603964	0.003585807335089173	0.0007029558158255763	0.0057030125058107235	0.001972811483123391	0.0031349561786414813	4597.938049184231	0.00358580775916823	300721909	150	0.0007029558158255763	0.0057030125058107235	0.001972811483123391	0.0031349561786414813	4597.940090023696	0.0035858069126501967	44	COMPLETE
45	0.005895758455311284	2020-07-21 11:48:14.001483	2020-07-21 12:09:41.973953	0.22295954833550397	13.137921944043372	64	9	0.05896968975179801	256	0.8966755810870052	0.0010657717207678092	0.005895758455311284	0.0023072823954920123	0.0033900611118039886	4270.62065046089	0.0038901935297223503	0.0010657717207678092	0.005895758455311284	0.0023072823954920123	0.0033900611118039886	4270.619615868661	0.0038901975127427196	3938968135	150	0.0010657717207678092	0.005895758455311284	0.0023072823954920123	0.0033900611118039886	4270.621685053118	0.003890189649143011	45	COMPLETE
46	0.004552205807322078	2020-07-21 12:09:41.975384	2020-07-21 12:38:31.529133	0.5905706818150721	12.10433009545316	128	3	0.08100433508540535	256	0.9484440125181576	0.0005952448440458509	0.004552205807322078	0.0014796086123425435	0.002318620392521457	4519.161745031123	0.0031033071525373027	0.0005952448440458509	0.004552205807322078	0.0014796086123425435	0.002318620392521457	4519.160812480867	0.0031033080305556252	2083357050	200	0.0005952448440458509	0.004552205807322078	0.0014796086123425435	0.002318620392521457	4519.162677581378	0.0031033062810378533	46	COMPLETE
47	0.004093016927629565	2020-07-21 12:38:31.530579	2020-07-21 13:11:26.312062	0.21178354150768958	3.790708904400626	128	3	0.04603867224386384	128	0.9066887422291542	0.00039116089751584484	0.004093016927629565	0.0012585176702683703	0.002188233426682842	4316.346698942165	0.0028764010954756623	0.00039116089751584484	0.004093016927629565	0.0012585176702683703	0.002188233426682842	4316.346064014331	0.0028764015963544816	1575076301	150	0.00039116089751584484	0.004093016927629565	0.0012585176702683703	0.002188233426682842	4316.347333869999	0.0028764005966602276	47	COMPLETE
48	0.004846993730087643	2020-07-21 13:11:26.313702	2020-07-21 13:33:15.860309	0.7284056112030499	22.641771092502566	128	7	0.09413187553017263	256	0.9638357851356438	0.0008446807786936359	0.004846993730087643	0.0017970725291669974	0.0026871052959784123	4593.87217542149	0.0033705338961987053	0.0008446807786936359	0.004846993730087643	0.0017970725291669974	0.0026871052959784123	4593.87118334675	0.0033705366562208545	978821387	150	0.0008446807786936359	0.004846993730087643	0.0017970725291669974	0.0026871052959784123	4593.87316749623	0.0033705311627791113	48	COMPLETE
