number	value	datetime_start	datetime_complete	params_loss.adversarial_temperature	params_loss.margin	params_model.embedding_dim	params_model.scoring_fct_norm	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.004404811845939297	2020-07-20 13:30:19.417422	2020-07-20 13:44:33.967213	0.5023479204462744	15.62079750082308	128	2	2	0.012758908335888688	256	0.9759994483642392	0.0003628159049422329	0.004404811845939297	0.0013832356375922629	0.002375310377668681	4653.594057188857	0.003040941694805304	0.0003684849034569553	0.004467170829601242	0.0014002426331364301	0.002432000362815905	4653.561950815769	0.0030521730412938724	2921810368	150	0.0003628159049422329	0.004404811845939297	0.0013832356375922629	0.002375310377668681	4653.626163561945	0.003032094051660931	0	COMPLETE
1	0.001734713545505051	2020-07-20 13:44:33.968787	2020-07-20 14:07:13.275681	0.713790710839319	14.447157686483616	64	2	5	0.09241550802460585	128	0.64494555282518	2.8344992573611947e-05	0.001734713545505051	0.00017006995544167168	0.0008276737831494688	3058.843028265627	0.002018949015032379	2.8344992573611947e-05	0.001734713545505051	0.00017006995544167168	0.0008276737831494688	3058.82935180671	0.0020190220109402076	3009334188	150	2.8344992573611947e-05	0.001734713545505051	0.00017006995544167168	0.0008276737831494688	3058.8567047245433	0.0020188786516009733	1	COMPLETE
2	0.003310695132597875	2020-07-20 14:07:13.277271	2020-07-20 14:34:02.141693	0.1443497060141914	27.9136296570352	64	2	9	0.06317977894311812	128	0.6241722641221167	0.00033447091236862093	0.003310695132597875	0.0010147507341353077	0.0016723545618431048	2958.9636192020316	0.0030444322825717717	0.00033447091236862093	0.003316364131112598	0.0010204197326500301	0.0016723545618431048	2958.934908559054	0.0030460460272546193	287744645	150	0.00033447091236862093	0.003310695132597875	0.0010147507341353077	0.0016723545618431048	2958.9923298450094	0.0030429910136766133	2	COMPLETE
3	0.003945622966246782	2020-07-20 14:34:02.143249	2020-07-20 14:47:37.964008	0.9513345291265716	15.133072395707634	64	1	3	0.07922808228551213	256	0.8168875696232822	0.0003741539019716777	0.003945622966246782	0.0011281307044297554	0.0020578464608442273	3885.0956218324473	0.0025777080191701773	0.0003741539019716777	0.003945622966246782	0.0011281307044297554	0.0020578464608442273	3885.0924783727705	0.002577709045290269	3437369957	150	0.0003741539019716777	0.003945622966246782	0.0011281307044297554	0.0020578464608442273	3885.0987652921235	0.0025777069964811705	3	COMPLETE
4	0.0026871052959784123	2020-07-20 14:47:37.965563	2020-07-20 14:58:24.361588	0.2914067030664649	28.305318888521633	128	1	5	0.047713309781693095	512	0.8825657566807203	0.00024376693613306272	0.0026871052959784123	0.0007199628113697434	0.0012925316613567046	4202.631024728172	0.002262099940506371	0.00024376693613306272	0.0026871052959784123	0.0007199628113697434	0.0012925316613567046	4202.624990079253	0.0022621021767047626	1330012353	150	0.00024376693613306272	0.0026871052959784123	0.0007199628113697434	0.0012925316613567046	4202.637059377091	0.002262097716580701	4	COMPLETE
5	0.008747264708216646	2020-07-20 14:58:24.363520	2020-07-20 15:14:00.558997	0.25292911169264093	29.887129732400126	128	1	7	0.0020979095921903257	512	0.9562868407748049	0.0030669281964648123	0.008747264708216646	0.0045465368088073565	0.005924103447884897	4560.771281420424	0.006174033317568238	0.0030669281964648123	0.008747264708216646	0.0045465368088073565	0.005924103447884897	4560.767797820837	0.006174037738171537	1556947517	200	0.0030669281964648123	0.008747264708216646	0.0045465368088073565	0.005924103447884897	4560.774765020012	0.006174028949179808	5	COMPLETE
6	0.003713194027143165	2020-07-20 15:14:00.560434	2020-07-20 15:27:46.454897	0.7785483790825722	7.523047633382751	64	2	1	0.05074758687696066	256	0.9024523851280805	0.0003684849034569553	0.003713194027143165	0.001122461705915033	0.0017970725291669974	4298.733622263291	0.0027877236188416548	0.0003684849034569553	0.0037188630256578875	0.001122461705915033	0.0017970725291669974	4298.724753115114	0.00278861354666095	2901332796	150	0.0003684849034569553	0.003713194027143165	0.001122461705915033	0.0017970725291669974	4298.742491411467	0.0027870457289352318	6	COMPLETE
7	0.004149706912776789	2020-07-20 15:27:46.456395	2020-07-20 15:44:01.143498	0.1032721023116655	17.69344449846339	64	2	9	0.023234250594950233	256	0.6493128066741045	0.0003628159049422329	0.004149706912776789	0.0011904896880917018	0.001955804487579224	3080.612112949126	0.0030938116293435843	0.0003854918990011225	0.004229072891982902	0.0012358416762094809	0.0020181634712411706	3080.571128924364	0.003119756034833869	2486439652	150	0.0003628159049422329	0.004138368915747344	0.0011904896880917018	0.0019331284935203347	3080.6530969738888	0.003075056428548076	7	COMPLETE
8	0.001167813694032812	2020-07-20 15:44:01.144973	2020-07-20 16:05:55.148593	0.4321151280144716	25.773439004890477	64	1	1	0.0571212547429589	128	0.9277547434112817	5.1020986632501504e-05	0.001167813694032812	0.00034013991088334335	0.0006065828410752956	4417.5568543861045	0.0011637206791957088	5.1020986632501504e-05	0.001167813694032812	0.00034013991088334335	0.0006065828410752956	4417.550272678828	0.0011637217883877114	2319253314	150	5.1020986632501504e-05	0.001167813694032812	0.00034013991088334335	0.0006065828410752956	4417.56343609338	0.0011637195717807427	8	COMPLETE
9	0.004144037914262067	2020-07-20 16:05:55.150096	2020-07-20 16:32:42.325166	0.8483445921923751	8.656687081356829	64	2	8	0.009862254340155061	128	0.7124329103312992	0.00039682989603056725	0.004144037914262067	0.0012358416762094809	0.0019501354890645018	3384.7722876676607	0.003066705769305797	0.00039682989603056725	0.004155375911291511	0.0012358416762094809	0.001955804487579224	3384.754946201204	0.0030685820914328472	3157471603	150	0.00039682989603056725	0.004144037914262067	0.0012358416762094809	0.0019501354890645018	3384.789629134117	0.0030649987223261006	9	COMPLETE
10	0.0044104808444540185	2020-07-20 16:32:42.326578	2020-07-20 16:43:27.141198	0.28989012284450677	23.655556414981778	64	2	10	0.04959496004975235	512	0.9943422317508073	0.0004024988945452896	0.0044104808444540185	0.0012755246658125376	0.002125874443020896	4742.188831506026	0.0030560760569872916	0.0004591888796925135	0.004529529813263189	0.0013435526479892062	0.002233585414800621	4742.132371115319	0.0031047025703818784	254451208	150	0.0004024988945452896	0.004382135851880407	0.0012698556672978152	0.0021202054445061736	4742.245291896734	0.003024226489417453	10	COMPLETE
11	0.0041156929216884545	2020-07-20 16:43:27.143008	2020-07-20 16:54:09.553624	0.405289610863683	13.742835227553522	64	2	6	0.08152754526633042	512	0.999335852519161	0.00043651288563362396	0.0041156929216884545	0.0013095386569008719	0.0021485504370797855	4765.5833059331735	0.0030904841664074686	0.0004421818841483464	0.004138368915747344	0.0013208766539303167	0.0021655574326239525	4765.552585630223	0.0030965009335372144	232325919	150	0.00043651288563362396	0.0041156929216884545	0.0013095386569008719	0.0021485504370797855	4765.614026236125	0.0030859842388091577	11	COMPLETE
12	0.0035204480776426035	2020-07-20 16:54:09.555150	2020-07-20 17:05:00.139266	0.9033065562140766	23.57729268825909	128	2	4	0.02620472901373917	512	0.9872572144150389	0.00030045692128028665	0.0035204480776426035	0.000992074740076418	0.0017857345321375525	4708.169213936666	0.0027670407422200538	0.00032880191385389857	0.0036508350434812185	0.0010374267281941971	0.0018764385083731108	4708.100086168777	0.0028018911064524497	2058435570	150	0.00030045692128028665	0.0035034410820984365	0.000992074740076418	0.0017743965351081077	4708.238341704555	0.002740985752888541	12	COMPLETE
13	0.004059002936541231	2020-07-20 17:05:00.140589	2020-07-20 17:32:21.141976	0.3730721786484654	7.4976577155066275	64	2	7	0.031409245099261136	128	0.9710984134750694	0.0004591888796925135	0.004059002936541231	0.0013152076554155943	0.002188233426682842	4629.833722604565	0.0030086270960619868	0.0004591888796925135	0.004059002936541231	0.0013152076554155943	0.002188233426682842	4629.823580766222	0.0030093636526190804	913260645	150	0.0004591888796925135	0.004059002936541231	0.0013152076554155943	0.002188233426682842	4629.843864442908	0.0030079668583345	13	COMPLETE
